Age,Attrition,BusinessTravel,Department,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,NumCompaniesWorked,MonthlyIncome,OverTime,PercentSalaryHike,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
28.0,No,Travel_Rarely,Sales,9.0,,Male,3.0,Sales Executive,4.0,1.0,5253.0,No,,3.0,7.0,5.0,0.0
42.0,No,Travel_Rarely,Research & Development,4.0,3.0,Male,3.0,Manager,4.0,1.0,19232.0,No,11.0,3.0,22.0,17.0,11.0
39.0,No,Travel_Rarely,Research & Development,6.0,2.0,Female,3.0,Manufacturing Director,2.0,4.0,8376.0,No,18.0,3.0,2.0,0.0,2.0
35.0,,Travel_Rarely,Sales,16.0,,Male,3.0,Sales Executive,2.0,0.0,8020.0,No,15.0,2.0,11.0,9.0,6.0
27.0,No,Non-Travel,Research & Development,3.0,4.0,Male,3.0,Research Scientist,4.0,1.0,1706.0,No,11.0,2.0,0.0,0.0,0.0
40.0,No,Travel_Rarely,Research & Development,16.0,3.0,Female,3.0,Manufacturing Director,4.0,6.0,7945.0,Yes,15.0,2.0,4.0,2.0,3.0
50.0,No,Travel_Rarely,Research & Development,10.0,4.0,Male,2.0,Healthcare Representative,4.0,6.0,10496.0,No,15.0,3.0,4.0,,1.0
,Yes,Travel_Rarely,Research & Development,,4.0,Female,3.0,Healthcare Representative,2.0,4.0,8926.0,No,22.0,4.0,9.0,7.0,3.0
28.0,No,Travel_Rarely,Research & Development,10.0,3.0,Female,,Research Scientist,3.0,,3660.0,No,13.0,4.0,8.0,7.0,
40.0,No,Travel_Rarely,,1.0,3.0,Female,3.0,Healthcare Representative,4.0,4.0,6513.0,No,17.0,3.0,5.0,3.0,0.0
59.0,No,Travel_Rarely,Sales,25.0,1.0,Female,3.0,Sales Executive,1.0,7.0,7637.0,No,11.0,2.0,21.0,16.0,7.0
29.0,No,Travel_Rarely,Human Resources,17.0,2.0,Male,2.0,Human Resources,1.0,1.0,7988.0,No,13.0,,10.0,9.0,0.0
42.0,No,Travel_Rarely,Research & Development,18.0,4.0,Male,3.0,Research Scientist,1.0,6.0,5410.0,Yes,17.0,,4.0,3.0,1.0
28.0,No,Travel_Rarely,Research & Development,29.0,3.0,Male,1.0,Manufacturing Director,2.0,1.0,,No,14.0,2.0,8.0,6.0,1.0
44.0,No,Non-Travel,Research & Development,17.0,4.0,Male,1.0,Research Scientist,3.0,2.0,2290.0,No,13.0,3.0,0.0,0.0,0.0
48.0,No,Travel_Rarely,Research & Development,2.0,4.0,Male,4.0,Laboratory Technician,2.0,5.0,2559.0,No,11.0,2.0,1.0,0.0,0.0
42.0,No,Travel_Frequently,Research & Development,8.0,2.0,Male,3.0,Manager,4.0,1.0,18430.0,No,13.0,2.0,24.0,7.0,14.0
35.0,No,Travel_Rarely,Research & Development,1.0,4.0,Female,2.0,Laboratory Technician,4.0,0.0,5363.0,No,12.0,3.0,9.0,7.0,0.0
38.0,No,Travel_Rarely,Research & Development,2.0,4.0,Male,3.0,Manufacturing Director,3.0,9.0,6553.0,No,14.0,3.0,1.0,0.0,0.0
44.0,No,Non-Travel,Research & Development,24.0,1.0,Male,1.0,Laboratory Technician,3.0,2.0,3708.0,No,14.0,3.0,5.0,2.0,1.0
35.0,No,Travel_Frequently,Sales,11.0,4.0,Male,3.0,,4.0,1.0,4968.0,No,11.0,3.0,5.0,2.0,0.0
34.0,,Travel_Rarely,Sales,2.0,3.0,Female,3.0,Sales Executive,1.0,0.0,4538.0,Yes,12.0,3.0,3.0,2.0,0.0
,No,Travel_Rarely,Human Resources,1.0,4.0,Male,2.0,Manager,,1.0,19189.0,No,12.0,,22.0,7.0,
53.0,No,Travel_Rarely,Research & Development,7.0,3.0,Male,4.0,Research Director,3.0,3.0,14814.0,No,19.0,3.0,5.0,1.0,
33.0,No,Travel_Rarely,Research & Development,2.0,,Male,3.0,Laboratory Technician,4.0,4.0,2496.0,No,11.0,3.0,1.0,1.0,0.0
35.0,No,,Sales,18.0,2.0,Male,3.0,Sales Executive,1.0,1.0,9069.0,No,22.0,2.0,9.0,8.0,1.0
26.0,No,Non-Travel,Research & Development,7.0,4.0,Male,3.0,Laboratory Technician,4.0,1.0,2570.0,No,20.0,3.0,7.0,7.0,5.0
,No,Travel_Frequently,Research & Development,9.0,1.0,Female,3.0,Laboratory Technician,4.0,1.0,3673.0,No,13.0,3.0,12.0,9.0,5.0
60.0,No,Travel_Rarely,Research & Development,7.0,1.0,Female,3.0,Manager,1.0,5.0,19566.0,No,11.0,1.0,29.0,8.0,11.0
42.0,No,,Research & Development,2.0,4.0,Male,3.0,Healthcare Representative,4.0,2.0,10124.0,Yes,14.0,,20.0,8.0,13.0
34.0,Yes,Travel_Frequently,Sales,6.0,4.0,Female,1.0,Sales Representative,3.0,0.0,2351.0,No,16.0,2.0,2.0,2.0,1.0
25.0,No,Travel_Rarely,Research & Development,19.0,4.0,Male,3.0,Laboratory Technician,4.0,3.0,3669.0,No,11.0,2.0,3.0,2.0,1.0
38.0,No,Travel_Rarely,Sales,2.0,4.0,Male,,Sales Executive,2.0,7.0,7351.0,No,16.0,3.0,1.0,0.0,0.0
31.0,No,Non-Travel,Research & Development,5.0,2.0,Male,3.0,Manufacturing Director,1.0,0.0,9936.0,No,19.0,3.0,9.0,4.0,1.0
30.0,No,Non-Travel,Research & Development,,3.0,Female,3.0,Laboratory Technician,4.0,0.0,2564.0,No,14.0,2.0,11.0,7.0,6.0
36.0,No,Non-Travel,Sales,1.0,4.0,Female,3.0,Sales Executive,4.0,4.0,6653.0,No,15.0,3.0,1.0,0.0,0.0
40.0,No,Travel_Rarely,Research & Development,,2.0,,4.0,Healthcare Representative,3.0,5.0,6377.0,No,20.0,3.0,12.0,11.0,11.0
31.0,,Travel_Rarely,Human Resources,2.0,1.0,Male,2.0,Human Resources,1.0,3.0,6410.0,No,12.0,3.0,2.0,2.0,1.0
49.0,No,Travel_Rarely,,7.0,3.0,Male,3.0,,2.0,3.0,10466.0,No,14.0,3.0,8.0,7.0,
44.0,No,,Research & Development,,2.0,Male,,Laboratory Technician,2.0,4.0,2042.0,No,12.0,4.0,3.0,2.0,1.0
24.0,Yes,Travel_Frequently,Research & Development,7.0,1.0,Female,3.0,Laboratory Technician,3.0,1.0,2886.0,Yes,16.0,3.0,6.0,3.0,1.0
37.0,No,Non-Travel,Research & Development,1.0,1.0,Female,3.0,Research Director,4.0,2.0,13603.0,Yes,18.0,,5.0,2.0,0.0
29.0,Yes,Travel_Frequently,Sales,13.0,1.0,Female,3.0,Sales Executive,2.0,5.0,5765.0,No,11.0,1.0,5.0,3.0,0.0
38.0,No,Travel_Frequently,Research & Development,6.0,1.0,Male,2.0,Manufacturing Director,3.0,2.0,5321.0,No,11.0,3.0,8.0,3.0,7.0
27.0,No,Travel_Rarely,Research & Development,14.0,,Male,,Research Scientist,1.0,1.0,2235.0,Yes,14.0,2.0,9.0,7.0,6.0
30.0,No,Travel_Rarely,Sales,7.0,4.0,Female,3.0,Sales Executive,1.0,7.0,4779.0,No,14.0,3.0,3.0,2.0,0.0
32.0,No,Travel_Rarely,,5.0,4.0,Female,2.0,Research Scientist,2.0,,5878.0,No,,3.0,7.0,1.0,2.0
35.0,No,Non-Travel,Sales,8.0,3.0,Female,2.0,Sales Executive,4.0,4.0,10377.0,Yes,11.0,2.0,13.0,2.0,4.0
33.0,No,Travel_Rarely,Research & Development,13.0,2.0,Female,,Research Scientist,4.0,3.0,3452.0,No,,3.0,3.0,2.0,0.0
40.0,No,Travel_Frequently,Research & Development,16.0,1.0,Male,2.0,Laboratory Technician,3.0,6.0,,No,14.0,3.0,,0.0,0.0
31.0,Yes,Travel_Rarely,Sales,13.0,2.0,Male,3.0,Sales Executive,1.0,2.0,4233.0,No,17.0,1.0,3.0,1.0,1.0
45.0,No,Travel_Frequently,Research & Development,25.0,2.0,Female,3.0,Manager,2.0,3.0,18061.0,No,22.0,3.0,0.0,0.0,0.0
34.0,No,,Sales,1.0,1.0,Male,3.0,Sales Executive,4.0,1.0,9888.0,No,21.0,2.0,14.0,8.0,2.0
42.0,No,Travel_Rarely,Research & Development,,2.0,Male,1.0,Laboratory Technician,4.0,4.0,4272.0,No,19.0,3.0,1.0,0.0,0.0
39.0,No,Travel_Rarely,Research & Development,,3.0,Male,2.0,Laboratory Technician,3.0,0.0,3069.0,No,15.0,3.0,10.0,8.0,0.0
56.0,No,Non-Travel,Research & Development,1.0,3.0,Male,3.0,Healthcare Representative,3.0,1.0,6306.0,No,21.0,2.0,13.0,12.0,1.0
25.0,Yes,Travel_Rarely,Research & Development,4.0,4.0,Male,3.0,Laboratory Technician,4.0,1.0,3691.0,Yes,15.0,4.0,7.0,7.0,5.0
59.0,No,Travel_Rarely,Research & Development,2.0,3.0,Female,2.0,Manufacturing Director,4.0,3.0,13726.0,Yes,13.0,3.0,5.0,3.0,4.0
44.0,No,Travel_Rarely,Research & Development,3.0,4.0,Male,3.0,Manager,4.0,4.0,19513.0,Yes,12.0,4.0,,2.0,0.0
33.0,Yes,Travel_Rarely,Research & Development,2.0,1.0,,3.0,Laboratory Technician,1.0,7.0,2707.0,No,20.0,4.0,9.0,7.0,1.0
34.0,No,Travel_Frequently,,11.0,3.0,Male,2.0,Human Resources,2.0,4.0,4490.0,No,11.0,4.0,10.0,9.0,1.0
26.0,Yes,Travel_Rarely,Sales,8.0,4.0,Male,2.0,Sales Executive,1.0,6.0,5326.0,No,17.0,2.0,4.0,3.0,1.0
44.0,No,Travel_Rarely,Research & Development,4.0,3.0,Male,4.0,Manager,1.0,1.0,19190.0,No,,2.0,,9.0,14.0
37.0,,Travel_Rarely,Research & Development,3.0,3.0,Male,3.0,Manufacturing Director,3.0,1.0,9434.0,No,15.0,3.0,10.0,7.0,7.0
54.0,,Travel_Rarely,Research & Development,10.0,3.0,Female,,Manufacturing Director,1.0,6.0,4440.0,Yes,19.0,3.0,5.0,2.0,1.0
34.0,No,Travel_Rarely,Research & Development,2.0,4.0,Male,2.0,Research Scientist,3.0,3.0,2768.0,No,12.0,3.0,7.0,3.0,5.0
36.0,No,Travel_Frequently,Research & Development,6.0,1.0,Male,4.0,Laboratory Technician,1.0,3.0,5562.0,Yes,13.0,3.0,3.0,2.0,0.0
40.0,No,Non-Travel,Research & Development,9.0,4.0,Male,2.0,Healthcare Representative,4.0,9.0,4876.0,No,14.0,1.0,3.0,2.0,0.0
49.0,No,Travel_Frequently,Sales,,4.0,Male,2.0,Sales Executive,2.0,2.0,5390.0,No,14.0,2.0,9.0,6.0,0.0
39.0,No,Non-Travel,,9.0,3.0,Male,,Laboratory Technician,2.0,9.0,6782.0,No,15.0,2.0,5.0,4.0,0.0
41.0,,Travel_Rarely,Human Resources,10.0,2.0,Male,2.0,Manager,4.0,3.0,19141.0,No,15.0,2.0,21.0,6.0,12.0
52.0,No,Non-Travel,Sales,2.0,1.0,Male,2.0,Manager,3.0,,19068.0,Yes,18.0,4.0,,7.0,15.0
31.0,No,Travel_Rarely,Research & Development,7.0,4.0,Male,3.0,Laboratory Technician,,3.0,5915.0,No,22.0,2.0,7.0,7.0,1.0
40.0,No,Travel_Rarely,Research & Development,8.0,2.0,Female,3.0,Manufacturing Director,1.0,2.0,6516.0,Yes,16.0,3.0,1.0,0.0,0.0
30.0,No,Travel_Rarely,Research & Development,28.0,4.0,Female,3.0,Research Scientist,4.0,1.0,5775.0,No,13.0,3.0,10.0,8.0,1.0
29.0,No,Travel_Rarely,Research & Development,23.0,4.0,Male,3.0,Research Scientist,4.0,9.0,2201.0,No,16.0,3.0,3.0,2.0,1.0
58.0,Yes,Travel_Rarely,Research & Development,2.0,4.0,Male,3.0,Research Scientist,3.0,4.0,2479.0,No,24.0,3.0,1.0,0.0,0.0
40.0,No,Travel_Frequently,Research & Development,9.0,4.0,Male,3.0,Research Scientist,2.0,8.0,3617.0,Yes,14.0,3.0,1.0,1.0,0.0
43.0,No,Travel_Rarely,Research & Development,15.0,3.0,Male,2.0,Research Director,3.0,1.0,17603.0,No,24.0,,14.0,10.0,6.0
37.0,No,Travel_Rarely,Sales,16.0,4.0,Male,,Sales Executive,3.0,4.0,6334.0,No,19.0,3.0,1.0,0.0,0.0
30.0,No,Travel_Rarely,Research & Development,1.0,4.0,Male,3.0,Research Scientist,2.0,0.0,3579.0,Yes,21.0,3.0,11.0,9.0,5.0
30.0,No,Non-Travel,Research & Development,7.0,3.0,Male,3.0,Research Scientist,,1.0,1274.0,No,13.0,2.0,1.0,0.0,0.0
34.0,No,Travel_Frequently,Research & Development,10.0,4.0,Male,2.0,,3.0,1.0,5063.0,No,,2.0,8.0,2.0,7.0
33.0,No,Travel_Frequently,Sales,,2.0,Male,3.0,Sales Executive,4.0,6.0,9998.0,No,13.0,4.0,5.0,4.0,1.0
,No,Travel_Rarely,Research & Development,8.0,1.0,,3.0,Laboratory Technician,2.0,4.0,7403.0,No,11.0,2.0,26.0,9.0,1.0
50.0,No,Travel_Rarely,Sales,1.0,4.0,Female,3.0,Manager,4.0,3.0,19517.0,No,11.0,2.0,7.0,0.0,0.0
30.0,No,Non-Travel,Sales,22.0,3.0,,3.0,Sales Executive,1.0,0.0,8412.0,No,11.0,3.0,9.0,8.0,7.0
35.0,No,Travel_Frequently,Research & Development,2.0,2.0,Female,3.0,Laboratory Technician,2.0,5.0,4425.0,No,11.0,,6.0,2.0,1.0
47.0,,Non-Travel,Sales,2.0,3.0,Male,3.0,Sales Executive,2.0,7.0,4978.0,No,11.0,1.0,1.0,0.0,0.0
35.0,No,Travel_Rarely,Research & Development,1.0,2.0,Male,2.0,Research Scientist,3.0,1.0,2859.0,No,18.0,3.0,6.0,4.0,0.0
49.0,No,Travel_Frequently,Research & Development,2.0,2.0,Male,3.0,Research Director,4.0,,19161.0,No,15.0,3.0,5.0,4.0,4.0
43.0,No,Travel_Rarely,Research & Development,,4.0,Male,4.0,Laboratory Technician,2.0,5.0,4876.0,No,12.0,3.0,6.0,4.0,0.0
34.0,Yes,Travel_Frequently,Research & Development,7.0,1.0,Male,1.0,Laboratory Technician,3.0,,6074.0,Yes,24.0,3.0,9.0,7.0,0.0
30.0,No,Travel_Rarely,Sales,15.0,3.0,Male,2.0,Sales Executive,1.0,2.0,7140.0,No,11.0,3.0,7.0,7.0,1.0
31.0,No,Travel_Rarely,Sales,5.0,1.0,Female,3.0,Sales Executive,4.0,1.0,5476.0,No,11.0,3.0,10.0,0.0,0.0
46.0,No,Travel_Rarely,Human Resources,1.0,4.0,Female,3.0,Human Resources,1.0,,,No,12.0,4.0,7.0,6.0,5.0
43.0,No,Travel_Rarely,Research & Development,8.0,1.0,Female,3.0,Manufacturing Director,2.0,4.0,4765.0,No,21.0,4.0,1.0,0.0,0.0
39.0,No,Non-Travel,Research & Development,1.0,4.0,Male,3.0,Laboratory Technician,4.0,1.0,6472.0,,15.0,3.0,9.0,8.0,5.0
41.0,No,Travel_Rarely,Sales,6.0,4.0,Male,3.0,Sales Executive,3.0,1.0,9241.0,No,12.0,3.0,10.0,8.0,8.0
52.0,No,Non-Travel,Research & Development,19.0,4.0,Male,3.0,Research Scientist,4.0,0.0,4258.0,No,18.0,3.0,4.0,3.0,1.0
30.0,No,Non-Travel,Sales,25.0,4.0,Female,,Sales Executive,3.0,7.0,,Yes,12.0,4.0,2.0,2.0,2.0
48.0,No,Travel_Rarely,Research & Development,15.0,3.0,Female,3.0,Research Scientist,1.0,8.0,2367.0,No,12.0,,8.0,2.0,7.0
,No,Travel_Rarely,Research & Development,8.0,,Female,1.0,Healthcare Representative,1.0,3.0,9715.0,No,13.0,3.0,7.0,7.0,0.0
49.0,No,Travel_Rarely,Research & Development,1.0,3.0,Female,2.0,Healthcare Representative,3.0,7.0,13964.0,Yes,12.0,3.0,7.0,1.0,0.0
35.0,No,Travel_Rarely,,1.0,3.0,Female,1.0,Research Scientist,4.0,1.0,2977.0,No,12.0,3.0,4.0,3.0,1.0
28.0,No,Travel_Frequently,Sales,7.0,3.0,Male,3.0,Sales Executive,1.0,0.0,4898.0,No,,3.0,4.0,2.0,1.0
32.0,No,Non-Travel,Research & Development,1.0,3.0,,,Laboratory Technician,2.0,6.0,2332.0,No,20.0,3.0,3.0,0.0,0.0
31.0,No,Travel_Rarely,Research & Development,7.0,2.0,Female,3.0,Manufacturing Director,1.0,1.0,4306.0,No,12.0,1.0,13.0,10.0,3.0
34.0,No,Travel_Rarely,Sales,2.0,4.0,Male,3.0,Sales Executive,4.0,1.0,6274.0,No,22.0,3.0,6.0,5.0,1.0
34.0,No,Travel_Rarely,Research & Development,8.0,2.0,Female,3.0,Manufacturing Director,1.0,3.0,5121.0,No,14.0,3.0,,0.0,0.0
,No,Travel_Rarely,Research & Development,28.0,4.0,Female,3.0,Research Director,1.0,4.0,16880.0,Yes,11.0,3.0,3.0,2.0,1.0
37.0,No,Travel_Rarely,Research & Development,10.0,4.0,Male,4.0,Research Scientist,4.0,3.0,4680.0,No,17.0,3.0,1.0,0.0,0.0
47.0,No,Travel_Rarely,Sales,2.0,3.0,Female,3.0,Sales Executive,4.0,0.0,4537.0,Yes,22.0,3.0,7.0,6.0,7.0
,,Travel_Rarely,Research & Development,21.0,3.0,Male,,Laboratory Technician,,0.0,2296.0,No,14.0,3.0,1.0,1.0,0.0
18.0,No,Non-Travel,Research & Development,5.0,2.0,Male,3.0,Research Scientist,4.0,1.0,1051.0,No,15.0,3.0,0.0,0.0,0.0
29.0,No,Travel_Rarely,Sales,20.0,4.0,Male,3.0,Sales Executive,4.0,2.0,,No,14.0,3.0,3.0,2.0,0.0
,No,Travel_Rarely,Research & Development,12.0,4.0,Male,3.0,Manufacturing Director,2.0,4.0,5295.0,No,21.0,3.0,5.0,4.0,1.0
31.0,No,Travel_Rarely,Research & Development,20.0,2.0,Male,3.0,Laboratory Technician,3.0,1.0,4197.0,No,11.0,3.0,10.0,8.0,0.0
36.0,,Travel_Frequently,Human Resources,2.0,2.0,Male,2.0,Human Resources,4.0,1.0,3886.0,No,21.0,2.0,10.0,1.0,0.0
34.0,No,Travel_Rarely,Research & Development,2.0,3.0,Female,3.0,Healthcare Representative,4.0,1.0,6687.0,No,11.0,,14.0,11.0,4.0
45.0,No,Travel_Rarely,Human Resources,24.0,2.0,Male,3.0,Human Resources,2.0,1.0,2177.0,No,16.0,3.0,6.0,3.0,0.0
23.0,No,,Sales,2.0,3.0,Male,3.0,Sales Representative,1.0,3.0,2322.0,No,13.0,3.0,0.0,0.0,0.0
32.0,No,Travel_Rarely,Research & Development,5.0,4.0,Male,2.0,Manufacturing Director,4.0,8.0,9679.0,No,24.0,3.0,1.0,0.0,0.0
29.0,No,,Sales,2.0,1.0,Male,2.0,Sales Executive,2.0,2.0,6644.0,No,19.0,3.0,0.0,0.0,0.0
36.0,No,Travel_Rarely,Sales,1.0,2.0,Male,3.0,Sales Executive,4.0,1.0,6201.0,Yes,14.0,2.0,18.0,14.0,4.0
45.0,No,Travel_Rarely,Sales,20.0,4.0,Female,3.0,Sales Executive,3.0,8.0,4850.0,No,15.0,3.0,5.0,3.0,
24.0,No,Travel_Rarely,Research & Development,9.0,3.0,Male,4.0,Research Scientist,3.0,1.0,4401.0,No,16.0,3.0,5.0,3.0,0.0
38.0,No,Travel_Frequently,,10.0,3.0,Male,3.0,Human Resources,3.0,3.0,6077.0,No,11.0,3.0,6.0,3.0,1.0
33.0,Yes,Travel_Frequently,,3.0,1.0,Male,3.0,Research Scientist,1.0,1.0,3348.0,Yes,11.0,3.0,10.0,8.0,9.0
,Yes,Non-Travel,Sales,24.0,2.0,Female,4.0,Sales Executive,2.0,4.0,13194.0,Yes,16.0,2.0,1.0,0.0,0.0
33.0,No,Travel_Rarely,Research & Development,4.0,3.0,,2.0,Research Scientist,2.0,6.0,2622.0,No,21.0,3.0,3.0,2.0,1.0
24.0,No,Travel_Rarely,Research & Development,18.0,2.0,Male,3.0,,3.0,0.0,2774.0,No,12.0,3.0,5.0,3.0,1.0
31.0,No,Travel_Frequently,Sales,,,Male,4.0,Sales Representative,4.0,0.0,2791.0,,12.0,3.0,2.0,2.0,2.0
52.0,No,Travel_Rarely,Sales,3.0,3.0,Male,2.0,Manager,1.0,1.0,16856.0,No,11.0,4.0,34.0,6.0,1.0
45.0,No,Travel_Rarely,Sales,4.0,,Female,3.0,Sales Executive,1.0,4.0,5006.0,Yes,11.0,4.0,5.0,4.0,0.0
44.0,No,Travel_Rarely,Sales,5.0,2.0,Male,3.0,Manager,2.0,7.0,18213.0,No,11.0,3.0,22.0,9.0,3.0
28.0,No,Travel_Rarely,Research & Development,15.0,1.0,Male,3.0,Laboratory Technician,3.0,1.0,2207.0,No,16.0,2.0,4.0,2.0,2.0
46.0,No,Travel_Rarely,Research & Development,2.0,3.0,Male,3.0,Research Director,4.0,7.0,19328.0,Yes,17.0,,2.0,1.0,2.0
58.0,No,Non-Travel,Sales,2.0,2.0,Male,3.0,Manager,2.0,4.0,16291.0,No,22.0,2.0,16.0,9.0,14.0
36.0,No,Travel_Rarely,Research & Development,10.0,4.0,Female,3.0,Healthcare Representative,3.0,3.0,7094.0,No,12.0,,7.0,7.0,1.0
37.0,No,Travel_Rarely,Research & Development,1.0,4.0,,3.0,Research Scientist,4.0,1.0,2115.0,No,12.0,3.0,17.0,12.0,5.0
37.0,No,Travel_Rarely,Research & Development,13.0,1.0,Male,3.0,Research Scientist,4.0,1.0,4285.0,No,17.0,3.0,10.0,8.0,3.0
29.0,No,Travel_Rarely,Research & Development,3.0,2.0,Male,2.0,Research Director,3.0,1.0,11935.0,No,18.0,3.0,10.0,2.0,0.0
36.0,No,Travel_Rarely,Research & Development,5.0,2.0,Female,3.0,Healthcare Representative,1.0,4.0,,No,12.0,3.0,3.0,2.0,0.0
44.0,No,Travel_Rarely,Research & Development,10.0,4.0,Male,,,4.0,2.0,6465.0,,13.0,4.0,4.0,2.0,1.0
47.0,No,Travel_Rarely,Sales,14.0,4.0,Male,3.0,Sales Executive,1.0,2.0,4960.0,No,12.0,3.0,7.0,7.0,1.0
32.0,Yes,Travel_Rarely,Sales,4.0,4.0,Male,1.0,Sales Executive,4.0,1.0,10400.0,No,11.0,2.0,14.0,8.0,9.0
44.0,No,Travel_Rarely,Research & Development,1.0,2.0,Male,4.0,Healthcare Representative,1.0,2.0,5033.0,No,15.0,3.0,2.0,0.0,2.0
32.0,No,Travel_Rarely,Research & Development,10.0,3.0,Male,3.0,Manager,4.0,2.0,11244.0,No,25.0,4.0,5.0,2.0,0.0
34.0,No,,Research & Development,1.0,4.0,Female,,Laboratory Technician,2.0,5.0,3294.0,No,17.0,,5.0,4.0,0.0
44.0,No,Travel_Rarely,Research & Development,8.0,1.0,Male,4.0,Laboratory Technician,4.0,2.0,2818.0,Yes,24.0,2.0,3.0,2.0,0.0
,No,Travel_Rarely,Research & Development,3.0,,Male,,Research Director,,3.0,17779.0,No,14.0,,10.0,9.0,0.0
43.0,No,Travel_Rarely,Research & Development,3.0,3.0,Male,1.0,Research Director,4.0,3.0,19740.0,No,14.0,3.0,8.0,7.0,0.0
34.0,No,Travel_Frequently,Research & Development,2.0,4.0,Male,2.0,Manufacturing Director,3.0,1.0,9547.0,No,17.0,2.0,10.0,9.0,1.0
26.0,Yes,Travel_Frequently,Research & Development,3.0,3.0,Male,3.0,Research Scientist,1.0,0.0,3102.0,No,22.0,3.0,6.0,4.0,0.0
38.0,No,Travel_Rarely,Sales,2.0,2.0,Female,3.0,Sales Executive,1.0,3.0,6893.0,No,15.0,3.0,7.0,7.0,1.0
28.0,No,Travel_Frequently,Sales,1.0,3.0,Male,2.0,Sales Executive,,1.0,6834.0,Yes,12.0,3.0,7.0,7.0,0.0
37.0,No,Travel_Rarely,Research & Development,11.0,,Female,3.0,Laboratory Technician,3.0,4.0,3629.0,No,18.0,3.0,3.0,2.0,0.0
38.0,No,Non-Travel,Research & Development,6.0,2.0,Female,1.0,Research Scientist,4.0,7.0,5329.0,Yes,12.0,3.0,13.0,11.0,1.0
26.0,No,,Sales,10.0,3.0,Male,3.0,Sales Executive,4.0,1.0,4684.0,No,13.0,,5.0,3.0,1.0
46.0,No,Travel_Frequently,Sales,5.0,1.0,Male,3.0,Sales Executive,4.0,4.0,5772.0,Yes,21.0,3.0,9.0,6.0,
29.0,No,Non-Travel,Research & Development,1.0,4.0,Male,3.0,Manufacturing Director,3.0,1.0,4319.0,No,13.0,3.0,10.0,7.0,0.0
29.0,No,Travel_Rarely,Research & Development,23.0,3.0,Male,4.0,Research Scientist,3.0,,2700.0,No,24.0,3.0,10.0,7.0,0.0
26.0,No,Travel_Rarely,Research & Development,3.0,1.0,Female,3.0,Research Scientist,4.0,1.0,2061.0,No,21.0,3.0,1.0,0.0,0.0
24.0,No,Travel_Rarely,Research & Development,1.0,2.0,Male,2.0,Healthcare Representative,3.0,1.0,4617.0,No,12.0,2.0,4.0,3.0,1.0
31.0,Yes,Travel_Frequently,Research & Development,2.0,2.0,Male,3.0,Laboratory Technician,4.0,6.0,3722.0,Yes,13.0,1.0,2.0,2.0,2.0
48.0,No,Travel_Rarely,Sales,16.0,3.0,Female,,Sales Executive,3.0,8.0,6439.0,No,14.0,3.0,8.0,7.0,7.0
48.0,Yes,Travel_Frequently,Sales,7.0,4.0,Female,3.0,Sales Representative,3.0,2.0,2655.0,Yes,11.0,3.0,9.0,7.0,7.0
38.0,No,Travel_Rarely,Sales,10.0,1.0,Female,3.0,Sales Executive,4.0,1.0,5343.0,No,11.0,3.0,10.0,7.0,1.0
27.0,No,Travel_Rarely,Research & Development,6.0,1.0,Female,2.0,Research Scientist,3.0,0.0,2187.0,No,12.0,2.0,5.0,3.0,0.0
38.0,,Travel_Rarely,Research & Development,9.0,3.0,Female,3.0,Laboratory Technician,4.0,1.0,2288.0,,12.0,3.0,2.0,2.0,2.0
42.0,No,Travel_Rarely,Sales,5.0,4.0,Male,3.0,Manager,3.0,6.0,18303.0,No,13.0,,1.0,,0.0
45.0,No,Non-Travel,Research & Development,1.0,3.0,Male,2.0,Healthcare Representative,3.0,3.0,10748.0,No,23.0,2.0,23.0,15.0,14.0
24.0,No,Travel_Rarely,,10.0,4.0,Female,3.0,Sales Executive,3.0,,4260.0,Yes,12.0,4.0,5.0,2.0,0.0
34.0,No,Travel_Rarely,Research & Development,1.0,2.0,Male,2.0,Research Scientist,4.0,1.0,3622.0,Yes,13.0,3.0,6.0,5.0,1.0
26.0,No,,Research & Development,1.0,1.0,Male,2.0,Laboratory Technician,1.0,1.0,3955.0,No,16.0,3.0,5.0,3.0,1.0
47.0,Yes,Travel_Frequently,Sales,9.0,3.0,Male,1.0,Sales Executive,3.0,7.0,12936.0,No,11.0,1.0,,5.0,
25.0,No,Travel_Frequently,Research & Development,2.0,4.0,Male,4.0,Manufacturing Director,3.0,1.0,5206.0,No,17.0,,7.0,7.0,0.0
41.0,No,Travel_Rarely,Research & Development,6.0,4.0,Male,2.0,Manufacturing Director,2.0,6.0,6032.0,Yes,15.0,3.0,5.0,4.0,1.0
20.0,No,Travel_Rarely,,2.0,3.0,Female,3.0,Sales Representative,3.0,1.0,2783.0,No,19.0,3.0,2.0,2.0,
26.0,Yes,Travel_Frequently,Human Resources,17.0,,Female,3.0,Human Resources,3.0,0.0,2741.0,Yes,11.0,2.0,7.0,7.0,1.0
47.0,Yes,Travel_Frequently,Sales,27.0,2.0,Female,4.0,Sales Executive,3.0,,6397.0,Yes,12.0,3.0,5.0,4.0,
26.0,No,Travel_Frequently,Research & Development,1.0,1.0,Female,1.0,Laboratory Technician,4.0,3.0,4364.0,No,14.0,3.0,2.0,2.0,2.0
